day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
130,0.10912855137508669,1.106850909415956e-07,0.37643382633333,0.12029574081128458,0.057923242400375045,4.8643026010632754e-08,0.1361227242374793,1.9891022268187177,0.4363581636306205,5.9245572373474795
131,0.10618646249954912,3.943375216911743e-08,0.3823529323703733,0.1094394065400418,0.0570965470471798,1.0392398248671255e-08,0.1359955506879815,1.9634999245802884,0.4173017628550807,5.951376751199786
132,0.09998502545269547,2.4303026256466112e-08,0.37109125509726854,0.0955488131188652,0.05521705533096717,1.0007100675079398e-08,0.13355623274652828,1.921987055729649,0.3898483868385812,6.080120848305826
133,0.19833388350699616,0.021317957479817243,0.6675293866235337,0.2453468026005733,0.0740355447121671,0.012635380302425286,0.14605605464080873,2.8412787282699483,0.5709161885303649,8.805742717112986
134,0.1833210771195286,0.01430691837533541,0.5990532917950899,0.2245833093003814,0.07165330216730299,0.008331738962422378,0.14417061297467254,2.7250439444611425,0.5629440921388295,7.997910633171361
135,0.18079240852219078,0.006935755965186853,0.6399156573246637,0.2103850951920303,0.06994929681841397,0.004272005337338757,0.1450109561898155,2.7139381848609028,0.5096547708651055,8.217111725047586
136,0.16863448371720266,0.00011110654413279179,0.6153512803395964,0.1902654524136581,0.067423840440883,4.156313182889931e-05,0.14606510668629574,2.600587903494948,0.5101867131502379,8.072408679673131
137,0.15917001649132492,5.3508288156205e-05,0.5662364508484147,0.17421462006366484,0.06576363022003542,2.863113791312035e-05,0.14498369523601035,2.527318647889366,0.4874402558505795,7.985906196531057
138,0.1521548230413463,3.399257987186756e-07,0.5584310381672054,0.15823043008886795,0.06404904043739446,1.15203883986071e-07,0.1424692974842406,2.4773923341088526,0.4915083995847632,7.604125276770448
139,0.145308091912214,8.649100652456196e-08,0.5500722319148041,0.1412950668331917,0.061930267507440274,2.5085559257629533e-08,0.13741618960638957,2.487944725716231,0.4759673270444879,7.959854198735373
140,0.1360503067526096,3.7315296123148455e-08,0.5179482904374845,0.1248474005134057,0.06020545956301355,1.0859311675408971e-08,0.13939016483706024,2.3937391295283725,0.4419977030623356,7.341413580822413
141,0.12797113309868355,3.047010468950717e-08,0.4811344075340643,0.10672712615713931,0.05831782266167579,1.0053089228333576e-08,0.13823590788301934,2.29810508892277,0.4352270016071672,7.00279271804184
142,0.12181633220096169,2.380511805694761e-08,0.4919346712791429,0.090219930132035,0.056767603661944034,1.0000635912743089e-08,0.135175540036281,2.2467429427628,0.4268968390846633,6.8945518241410815
143,0.11577847182714333,2.079948982942203e-08,0.4669294707376738,0.07494355934630703,0.0549001065121355,1.0000066850691145e-08,0.13292775084446531,2.2359327778330655,0.41902525100607213,7.170365126655411
144,0.11129634891434766,1.5042499041438318e-08,0.4251628498705103,0.06116264476722999,0.05370724076878901,1.0000001510220434e-08,0.13369123846918643,2.1820473650267393,0.41344965417214846,6.861937695052613
145,0.10839611461774201,1.561518190850833e-08,0.44668256446034205,0.04928304192080957,0.05265472800671289,1.000000063222558e-08,0.13242294364480497,2.134161251377144,0.3941969023319986,6.881748454903393
146,0.10267622980353872,1.3741391465883742e-08,0.39963526262239435,0.03767414127917024,0.0518863723281256,1.0000000007774317e-08,0.13375969195414292,2.104738786311181,0.41864384748855055,6.5357384755574595
147,0.10329128183704613,1.2337160804506784e-08,0.4270596070182319,0.029576264681813624,0.05099463054539042,1.000000000543591e-08,0.13439314267372376,2.068923799986111,0.3941864989386569,6.192088023222812
148,0.10038245314914215,9.948931934300325e-09,0.42313253233045334,0.02213151830874882,0.04932886433295974,1.0000000004223227e-08,0.1323564437075686,2.1068556075568594,0.36125645916071447,6.832551590413717
149,0.09505002408691805,1.1847426755051089e-08,0.43584964015635974,0.015905457324618455,0.04763977637367736,1.0000000002997666e-08,0.12690240082555757,2.1033007020340007,0.3516717971441732,6.774652555542639
